path	sha256	width	height	viewport	case_id	state	flows	locale	status	approval_reason
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-AFTER19-PROMPT-EN-FL-013-en-1440x1000-desktop-chromium-darwin.png	5d73eb4d1deb3179fb2f2080d1df32d58a272cf4882f5440f61e59c90e09d19f	1440	1000	1440x1000	B-PX-AFTER19-PROMPT-EN	AFTER19-PROMPT	FL-013	en	FROZEN	R3-DESKTOP: AFTER19-PROMPT; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-AFTER19-VENUE-LOCKED-EN-FL-002-en-1440x1000-desktop-chromium-darwin.png	9a1fe5c7e1d5830d9f7b47e6d48307defecd84c6d087f16d9e6cbcec941045a8	1440	1000	1440x1000	B-PX-AFTER19-VENUE-LOCKED-EN	AFTER19-VENUE-LOCKED	FL-002	en	FROZEN	R3-DESKTOP: AFTER19-VENUE-LOCKED; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-AFTER19-VENUE-RETURN-EN-FL-002-FL-013-FL-014-en-1440x1000-desktop-chromium-darwin.png	bac66bdc82d60b9bd6b9f881050bc71aa1319de05053bf88a0e733a338719e87	1440	1000	1440x1000	B-PX-AFTER19-VENUE-RETURN-EN	AFTER19-VENUE-RETURN	FL-002,FL-013,FL-014	en	FROZEN	R3-DESKTOP: AFTER19-VENUE-RETURN; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHAT-EN-FL-003-en-1440x1000-desktop-chromium-darwin.png	3436ad84d02dad5831ef6d4dffa115160cf97ce3c18137d39ba13e981f8cd2a6	1440	1000	1440x1000	B-PX-CHAT-EN	CHAT	FL-003	en	FROZEN	R3-DESKTOP: CHAT; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHAT-IMAGE-FAIL-EN-FL-003-en-1440x1000-desktop-chromium-darwin.png	ff5661d5bdd467ac8ac642fb6fb9cd6545d6387f8fc8c56a17b291eacb1443b6	1440	1000	1440x1000	B-PX-CHAT-IMAGE-FAIL-EN	CHAT-IMAGE-FAIL	FL-003	en	FROZEN	R3-DESKTOP: CHAT-IMAGE-FAIL; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHECKOUT-CANCEL-KO-FL-004-ko-1440x1000-desktop-chromium-darwin.png	b8a36c374b1c36107d644a10bba71d38bf205d8a695d6d370f3ecdac548adf2c	1440	1000	1440x1000	B-PX-CHECKOUT-CANCEL-KO	CHECKOUT-CANCEL	FL-004	ko	FROZEN	R3-DESKTOP: CHECKOUT-CANCEL; POST-R3-CHECKOUT-FOCUS: transition focus ownership
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHECKOUT-FAIL-EN-FL-004-en-1440x1000-desktop-chromium-darwin.png	b1c0fa89386363de461d695bf8bf8f237a73fbf888be70c6ff31a71ffbb7ad5c	1440	1000	1440x1000	B-PX-CHECKOUT-FAIL-EN	CHECKOUT-FAIL	FL-004	en	FROZEN	R3-DESKTOP: CHECKOUT-FAIL; POST-R3-CHECKOUT-FOCUS: transition focus ownership
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHECKOUT-IDLE-EN-FL-004-FL-017-en-1440x1000-desktop-chromium-darwin.png	301dfd3071d9eb1a6ae8b43ea7f7c37e88fab9719e3c543eda1cbef489dbca92	1440	1000	1440x1000	B-PX-CHECKOUT-IDLE-EN	CHECKOUT-IDLE	FL-004,FL-017	en	FROZEN	R3-DESKTOP: CHECKOUT-IDLE; POST-R3-CHECKOUT-FOCUS: transition focus ownership
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHECKOUT-RECEIPT-EN-FL-004-en-1440x1000-desktop-chromium-darwin.png	f4f706aff1edc61d2ba55a0947c1259dbb379c805b85de4a5eef7dfdab226cde	1440	1000	1440x1000	B-PX-CHECKOUT-RECEIPT-EN	CHECKOUT-RECEIPT	FL-004	en	FROZEN	R3-DESKTOP: CHECKOUT-RECEIPT; D4-R3-001+POST-R3-CHECKOUT-FOCUS: simulated receipt truth and focus ownership
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CHECKOUT-STAMP-KO-FL-004-ko-1440x1000-desktop-chromium-darwin.png	d64561e8dbe3326b1030f6aa644ce370a47f53c7adedf430f2f90fd1821cd164	1440	1000	1440x1000	B-PX-CHECKOUT-STAMP-KO	CHECKOUT-STAMP	FL-004	ko	FROZEN	R3-DESKTOP: CHECKOUT-STAMP; D4-R3-001+POST-R3-CHECKOUT-FOCUS: simulated visit truth and focus ownership
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CITY-FALLBACK-KO-FL-001-ko-1440x1000-desktop-chromium-darwin.png	3e1ec670d0b233f8e8f87e8490eeaa1684e14f981fbb2720ffb180971a537187	1440	1000	1440x1000	B-PX-CITY-FALLBACK-KO	CITY-FALLBACK	FL-001	ko	FROZEN	R3-DESKTOP: CITY-FALLBACK; R3-INTEGRATED: current frozen product surface
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CITY-LIST-EN-FL-001-en-1440x1000-desktop-chromium-darwin.png	1548136b137a7f1440c675964e0816b359de557d7a5d556cb27bb0e0e8c29487	1440	1000	1440x1000	B-PX-CITY-LIST-EN	CITY-LIST	FL-001	en	FROZEN	R3-DESKTOP: CITY-LIST; D5-R3-002: bounded discovery-alias integration
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CITY-LIVE-EN-FL-001-FL-014-en-1440x1000-desktop-chromium-darwin.png	436e5acf676da3dd2115e8dcc5a07e3c41adbed28dfb004ac3faa2040139322f	1440	1000	1440x1000	B-PX-CITY-LIVE-EN	CITY-LIVE	FL-001,FL-014	en	FROZEN	R3-DESKTOP: CITY-LIVE; D1-R3-001: desktop rail/map-key clearance
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-CITY-LIVE-KO-FL-001-FL-014-ko-1440x1000-desktop-chromium-darwin.png	0fb6db6f105f16854b56d09ed7a403a896e7867dec355c85daaf19e5c6fcb54a	1440	1000	1440x1000	B-PX-CITY-LIVE-KO	CITY-LIVE	FL-001,FL-014	ko	FROZEN	R3-DESKTOP: CITY-LIVE; D1-R3-001: desktop rail/map-key clearance
k-tour-id-app/tests/visual/ondo-b-flow-pixels-desktop.spec.ts-snapshots/B-PX-FEEDBACK-KO-FL-003-FL-015-ko-1440x1000-desktop-chromium-darwin.png	7f4fed1842f313a7226a99b911f8545cf61f94f9be05a5c076c2f014e91bdf76	1440	1000	1440x1000	B-PX-FEEDBACK-KO	FEEDBACK	FL-003,FL-015	ko	FROZEN	R3-DESKTOP: FEEDBACK; R3-INTEGRATED: current frozen product surface
